race_id,year,circuit_name,driver_code,team,lap_number,position,lap_time_s,sector1_s,sector2_s,sector3_s,compound,tyre_age_laps,stint_id,pit_in_flag,pit_out_flag,safety_car_flag,virtual_sc_flag,grid_position,finish_position,pit_stop_duration_s,meteo_temp_c_annual_med,meteo_wind_ms_annual_med,lap_time_s_lag1,lap_time_s_lag2,lap_time_s_lag3,degradation_s_per_lap,pit_loss_est_s,pit_loss_time_s
2024_bahrain,2024,Bahrain,ALB,Williams,1,11,103.888,,44.007,24.378,SOFT,1.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,2,11,98.826,31.419,43.106,24.301,SOFT,2.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,3,11,98.507,31.002,43.081,24.424,SOFT,3.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,4,11,98.422,31.023,43.007,24.392,SOFT,4.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,5,11,98.509,31.049,43.027,24.433,SOFT,5.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,6,11,98.575,31.034,43.141,24.4,SOFT,6.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,7,11,98.971,31.498,43.186,24.287,SOFT,7.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,8,11,98.66,31.493,42.899,24.268,SOFT,8.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,9,11,98.652,31.458,42.976,24.218,SOFT,9.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,10,11,98.952,31.624,42.955,24.373,SOFT,10.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,11,11,98.835,31.49,42.923,24.422,SOFT,11.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,12,9,98.934,31.51,43.065,24.359,SOFT,12.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,13,6,98.823,31.569,42.884,24.37,SOFT,13.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,14,5,98.977,31.598,42.931,24.448,SOFT,14.0,1,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,15,5,101.171,31.51,42.741,26.92,SOFT,15.0,1,1,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,16,15,119.341,52.731,42.591,24.019,HARD,1.0,2,0,1,0,0,13.0,15.0,24.779,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,17,14,97.392,30.812,42.564,24.016,HARD,2.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,18,14,97.59,31.214,42.369,24.007,HARD,3.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,19,14,97.763,31.357,42.448,23.958,HARD,4.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,20,14,97.701,31.328,42.379,23.994,HARD,5.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,21,14,97.918,31.227,42.44,24.251,HARD,6.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,22,14,98.031,31.199,42.733,24.099,HARD,7.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,23,14,97.869,31.296,42.361,24.212,HARD,8.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,24,14,98.204,31.035,42.857,24.312,HARD,9.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,25,14,98.226,31.095,42.952,24.179,HARD,10.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,26,14,98.1,31.041,42.821,24.238,HARD,11.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,27,14,98.296,31.029,43.069,24.198,HARD,12.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,28,13,98.048,31.108,42.692,24.248,HARD,13.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,29,12,97.879,31.127,42.585,24.167,HARD,14.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,30,12,97.968,31.045,42.634,24.289,HARD,15.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,31,12,98.135,31.093,42.811,24.231,HARD,16.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,32,11,98.183,31.143,42.707,24.333,HARD,17.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,33,11,98.346,31.537,42.677,24.132,HARD,18.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,34,11,97.75,31.413,42.368,23.969,HARD,19.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,35,10,97.767,31.295,42.496,23.976,HARD,20.0,2,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,36,10,100.333,31.337,42.433,26.563,HARD,21.0,2,1,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,37,16,117.632,52.093,41.867,23.672,HARD,1.0,3,0,1,0,0,13.0,15.0,24.682,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,38,16,96.129,30.735,41.742,23.652,HARD,2.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,39,16,95.856,30.737,41.65,23.469,HARD,3.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,40,16,95.723,30.707,41.503,23.513,HARD,4.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,41,16,95.885,30.746,41.557,23.582,HARD,5.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,42,15,95.799,30.759,41.498,23.542,HARD,6.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,43,15,95.766,30.76,41.472,23.534,HARD,7.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,44,15,95.783,30.683,41.497,23.603,HARD,8.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,45,15,95.758,30.607,41.495,23.656,HARD,9.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,46,15,96.008,30.685,41.635,23.688,HARD,10.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,47,15,96.026,30.827,41.57,23.629,HARD,11.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,48,15,96.135,30.823,41.628,23.684,HARD,12.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,49,15,97.102,30.816,42.435,23.851,HARD,13.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,50,15,97.616,31.683,42.121,23.812,HARD,14.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,51,15,97.493,30.773,42.878,23.842,HARD,15.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,52,15,96.218,30.895,41.58,23.743,HARD,16.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,53,15,96.308,30.817,41.683,23.808,HARD,17.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,54,15,96.334,30.799,41.741,23.794,HARD,18.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,55,15,96.593,30.861,41.91,23.822,HARD,19.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALB,Williams,56,15,96.922,30.875,42.085,23.962,HARD,20.0,3,0,0,0,0,13.0,15.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,1,6,101.679,,43.268,24.162,SOFT,4.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,2,6,98.02,31.203,42.896,23.921,SOFT,5.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,3,7,99.046,32.068,42.719,24.259,SOFT,6.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,4,7,97.776,30.951,42.58,24.245,SOFT,7.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,5,8,99.292,32.063,42.806,24.423,SOFT,8.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,6,8,98.053,31.076,42.676,24.301,SOFT,9.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,7,8,98.008,30.905,42.7,24.403,SOFT,10.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,8,8,98.103,31.024,42.689,24.39,SOFT,11.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,9,8,98.896,31.464,43.036,24.396,SOFT,12.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,10,9,99.325,31.635,43.162,24.528,SOFT,13.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,11,9,98.554,31.043,42.972,24.539,SOFT,14.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,12,6,98.543,30.932,43.035,24.576,SOFT,15.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,13,4,98.587,31.446,42.808,24.333,SOFT,16.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,14,3,98.612,31.516,42.741,24.355,SOFT,17.0,1,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,15,2,101.101,31.48,42.707,26.914,SOFT,18.0,1,1,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,16,10,118.814,52.462,42.357,23.995,HARD,1.0,2,0,1,0,0,6.0,9.0,24.862,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,17,9,96.97,30.546,42.572,23.852,HARD,2.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,18,9,97.361,31.136,42.381,23.844,HARD,3.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,19,9,97.072,30.967,42.236,23.869,HARD,4.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,20,9,97.357,31.08,42.304,23.973,HARD,5.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,21,9,97.342,30.978,42.385,23.979,HARD,6.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,22,9,97.122,30.882,42.371,23.869,HARD,7.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,23,9,97.265,30.946,42.451,23.868,HARD,8.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,24,9,97.046,30.836,42.303,23.907,HARD,9.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,25,9,97.179,30.925,42.232,24.022,HARD,10.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,26,9,97.638,31.295,42.393,23.95,HARD,11.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,27,9,96.945,31.0,42.032,23.913,HARD,12.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,28,9,97.256,31.091,42.208,23.957,HARD,13.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,29,9,97.104,30.948,42.237,23.919,HARD,14.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,30,9,96.982,30.976,42.05,23.956,HARD,15.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,31,9,96.957,30.866,42.192,23.899,HARD,16.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,32,8,97.056,31.023,42.0,24.033,HARD,17.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,33,8,97.202,31.106,42.136,23.96,HARD,18.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,34,7,97.601,31.211,42.33,24.06,HARD,19.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,35,5,97.273,31.078,42.219,23.976,HARD,20.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,36,7,98.343,31.245,42.631,24.467,HARD,21.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,37,7,96.799,30.5,42.284,24.015,HARD,22.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,38,7,97.297,30.952,42.212,24.133,HARD,23.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,39,8,97.946,31.253,42.438,24.255,HARD,24.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,40,9,98.061,31.525,42.36,24.176,HARD,25.0,2,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,41,9,100.261,31.046,42.415,26.8,HARD,26.0,2,1,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,42,11,116.899,52.077,41.387,23.435,HARD,1.0,3,0,1,0,0,6.0,9.0,25.061,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,43,11,95.107,30.517,41.055,23.535,HARD,2.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,44,10,94.981,30.334,41.382,23.265,HARD,3.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,45,10,94.872,30.536,41.011,23.325,HARD,4.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,46,10,95.126,30.468,41.232,23.426,HARD,5.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,47,10,95.225,30.596,41.183,23.446,HARD,6.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,48,9,94.199,30.046,40.806,23.347,HARD,7.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,49,9,94.571,30.4,40.783,23.388,HARD,8.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,50,9,94.677,30.453,40.794,23.43,HARD,9.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,51,9,94.916,30.543,40.924,23.449,HARD,10.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,52,9,94.862,30.447,40.963,23.452,HARD,11.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,53,9,95.249,30.498,41.106,23.645,HARD,12.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,54,9,95.745,30.701,41.444,23.6,HARD,13.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,55,9,95.066,30.478,41.126,23.462,HARD,14.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,56,9,95.014,30.405,41.122,23.487,HARD,15.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,ALO,Aston Martin,57,9,95.276,30.59,41.134,23.552,HARD,16.0,3,0,0,0,0,6.0,9.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,1,18,108.536,,43.737,24.122,SOFT,1.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,2,18,98.259,31.351,42.663,24.245,SOFT,2.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,3,18,98.837,31.119,43.321,24.397,SOFT,3.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,4,18,98.643,31.127,43.121,24.395,SOFT,4.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,5,19,100.087,31.083,44.295,24.709,SOFT,5.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,6,19,99.206,31.184,43.504,24.518,SOFT,6.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,7,19,98.654,31.034,43.072,24.548,SOFT,7.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,8,19,98.968,30.959,43.356,24.653,SOFT,8.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,9,18,99.425,31.373,43.349,24.703,SOFT,9.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,10,15,99.112,31.409,43.189,24.514,SOFT,10.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,11,15,99.187,31.524,43.182,24.481,SOFT,11.0,1,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,12,14,103.145,31.822,43.874,27.449,SOFT,12.0,1,1,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,13,19,121.081,54.41,42.543,24.128,HARD,1.0,2,0,1,0,0,16.0,19.0,26.566,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,14,18,96.454,30.501,42.067,23.886,HARD,2.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,15,18,97.287,31.063,42.254,23.97,HARD,3.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,16,18,97.718,31.204,42.422,24.092,HARD,4.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,17,18,97.765,31.183,42.454,24.128,HARD,5.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,18,18,97.918,31.142,42.597,24.179,HARD,6.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,19,18,97.662,30.897,42.483,24.282,HARD,7.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,20,17,98.285,31.078,42.852,24.355,HARD,8.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,21,17,97.73,31.02,42.534,24.176,HARD,9.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,22,17,97.998,31.34,42.454,24.204,HARD,10.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,23,17,98.18,31.375,42.575,24.23,HARD,11.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,24,17,98.146,31.186,42.705,24.255,HARD,12.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,25,17,98.262,31.299,42.697,24.266,HARD,13.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,26,17,98.308,31.266,42.752,24.29,HARD,14.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,27,17,98.426,31.325,42.741,24.36,HARD,15.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,28,16,98.595,31.285,42.889,24.421,HARD,16.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,29,15,98.654,31.344,42.981,24.329,HARD,17.0,2,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,30,16,101.252,31.469,42.763,27.02,HARD,18.0,2,1,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,31,19,,,42.63,23.793,HARD,1.0,3,0,1,0,0,16.0,19.0,74.951,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,32,19,96.763,30.988,42.106,23.669,HARD,2.0,3,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
2024_bahrain,2024,Bahrain,BOT,Kick Sauber,33,19,96.202,30.95,41.558,23.694,HARD,3.0,3,0,0,0,0,16.0,19.0,,28.9,14.8,,,,,,
